name
SecUSo/privacy-friendly-solitaire
corenting/InflationCalculator
yauhen-l/gardine
rosenpin/screenshot-sharer
LithiumSR/openstud_client
andviane/prism
zouroboros/feed-watcher
tmo1/sms-ie
jonathanklee/VolumeLockr
josephmoyer/Hangman-Android
ktprograms/WaterTracker
lavabit/pahoehoe
NathanielMotus/UmlClassEditor
GaryOderNichts/SimpleAppDowngrader
meteocool/android
meyerd/funktrainer
sanskritbscs/memory
dfrits/MobilePauker2
timo-a/SudoQ
pla1/FediPhoto
chaosdorf/meteroid
PierreBresson/Cause-Commune
jevonlongdell/nztides
docspell/android-client
LinDevHard/raspb-finder
jazzm0/ssh-daemon
Reepeecheep/NumberGuesser
allan-simon/verbiste-android
leinardi/UbuntuCountdownWidget
ktsr42/RsyncServerApp
zouroboros/filmchecker
kb-1000/android-torchlight
justdave/nwsweatheralertswidget
nelenkov/wwwjdic
gregordr/Mining-Helper-for-EVE-Online
ntruchsess/send2car
quaddy-services/DynamicNightLight
GittyMac/MoClock
stastnypremysl/Mines3D
onitake/kanjirecog
lucasew/limpazap
machiav3lli/DerDieDas
heb12/heb12-mobile
Piraten-Tools/spickerrr
YacGroup/yacguide
rnauber/xskat-android
WKenya/bookmarkOS
deftkHD/OpenWebWeaver-Android
TylerWilliamson/QuickWeather
caresteouvert/caresteouvert_android
dozingcat/Kumquats
mueller-ma/PrepaidBalance
jdmonin/anstop
saiga006/message-finder
obfusk/sokobang
jeremymarch/HopliteKB-Android
mzhang/cleanTimer
sschueller/easyrepost
seoulcodingcafe/HashEasily
StefanOltmann/Kaesekaestchen
mathisdt/sdbviewer
NoProvider2Push/android
SecUSo/privacy-friendly-boardgame-clock
SecUSo/privacy-friendly-circuit-training-exercises
MarcelJurtz/LifeCounter
artyommironov/nanji
Valodim/Stratum0Widget
EmmanuelMess/DeadlinesApp
corenting/ParisTransportTraffic
handyopensource/HOSDVK-EasyPhone
famoser/Mensa
hadeutscher/HaRail_Android
techie66/EngineDataLogger---Dashboard
OtobiKB/OtobiKeyboard
gkalab/scidonthego
zorgluf/souvenirs-android
VincentAudibert/CanIDrive
caarmen/nounours-android
VivekThazhathattil/dekadico
arpruss/simplestopwatch
pjuu/droidotter
seoulcodingcafe/IsMyWebsiteUp
renyuneyun/ColorSniffer
bibledit/android
EmmanuelMess/ItsDicey
decred/dcraddrscanner
akvo/akvo-rsr-up
phrogg/BatteryCalibrator
HassanHeydariNasab/atop-react-native
HassanHeydariNasab/2-player-battle
mrieker/WairToNow
xvzan/SimpleMoneyTracker
mrksbrg/RacketGhost
xvello/salasana-android
20Nick/OPMT
mueller-ma/TabletopTools
Rudloff/lineageos-updater-shortcut
woffs/tazapp-android
UnifiedPush/android-example
marv42/EbtNewNote
Webierta/ahorcandroid
VivekThazhathattil/Chalachithram
nicolasbrailo/VlcFreemote
tycrek/lametric-notify-plus
pterodactylus42/ccgt
pretix/pretixprint-android
grmpl/StepandHeightcounter
jfcolom/rosary
odrevet/kingdomino_score
soumikshah/Plutus-InvestmentTracker
obfusk/nl-covid19-coronacheck-app-android
baturkey/Balance-the-Ball
francoisfds/BikeSharingHub
encointer/encointer-wallet-flutter
eoineoineoin/ecwt
Mystro256/autooffbluetooth
Amerlander/Calliope-Android-App
ATryder/HIIT
Px3XjG6P/NetflixtoIMDb
NathanielMotus/Cavevin
xavier-gz/singal
cetoolbox/cetoolbox
Webierta/call-counter
collideorscopeapps/codename_hippopotamos
yardenac/comaphone
De7vID/klingon-assistant-android
evilrobot69/code
gelin/send-to-sd
rsteube/t4-launcher
jithware/brethap
seoulcodingcafe/Installalogs
siggel/coordinatejoker
ThaChillera/CardScore
Viatorus/neo2-external-keyboard
bossly/uaTranslit
scoutant/rpn
diblui/fullcolemak
DJAndries/portknocker-android
JonasBernard/TU-Darmstadt-Moodle-Wrapper
hallogallo/totalog
HashEngineeringSolutions/dash-wallet
HenriDellal/weather-overview
andrewshadura/soundbored
niccokunzmann/HanumanChalisa
ailin-nemui/Primary
